author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,
Yucheng Yuan and Jin Jiang and Zhaoguang Yang and Haipu Li and Bo Qiu,https://www.sciencedirect.com/science/article/pii/S0889157522001193,https://doi.org/10.1016/j.jfca.2022.104501,0889-1575,2022,104501,Journal of Food Composition and Analysis,Excitation-emission matrix fluorescence spectroscopy coupled with chemometric methods for characterization and authentication of Anhua brick tea,article,
Katherine Stockham and Rohani Paimin and John D. Orbell and Paul Adorno and Saman Buddhadasa,https://www.sciencedirect.com/science/article/pii/S088915751000308X,https://doi.org/10.1016/j.jfca.2010.11.007,0889-1575,2011,686-691,Journal of Food Composition and Analysis,Modes of handling Oxygen Radical Absorbance Capacity (ORAC) data and reporting values in product labelling,article,
,https://www.sciencedirect.com/science/article/pii/S0889157516000223,https://doi.org/10.1016/S0889-1575(16)00022-3,0889-1575,2016,i-ii,Journal of Food Composition and Analysis,Contents of issue,article,
Raquel Mateos and Gema Baeza and Sara Martínez-López and Beatriz Sarriá and Laura Bravo,https://www.sciencedirect.com/science/article/pii/S0889157517302119,https://doi.org/10.1016/j.jfca.2017.08.003,0889-1575,2017,164-170,Journal of Food Composition and Analysis,"LC–MSn characterization of saponins in mate (Ilex paraguariens, St. Hil) and their quantification by HPLC-DAD",article,
Kornél Korány and Mária Amtmann,https://www.sciencedirect.com/science/article/pii/S0889157506000883,https://doi.org/10.1016/j.jfca.2006.04.003,0889-1575,2006,813-821,Journal of Food Composition and Analysis,"An experimentally supported, mathematical explanation of the gas chromatographic elution behaviour of the long-chain carbon members of the homologous series",article,
Sonia Ledda and Giovanna Sanna and Gavina Manca and Mario A. Franco and Arianna Porcu,https://www.sciencedirect.com/science/article/pii/S0889157509001616,https://doi.org/10.1016/j.jfca.2009.05.006,0889-1575,2010,580-585,Journal of Food Composition and Analysis,Variability in flavonol content of grapes cultivated in two Mediterranean islands (Sardinia and Corsica),article,
Qingchao Gao and Jiameng Hu and Lu Shi and Zhiyong Zhang and Ying Liang,https://www.sciencedirect.com/science/article/pii/S0889157522001624,https://doi.org/10.1016/j.jfca.2022.104544,0889-1575,2022,104544,Journal of Food Composition and Analysis,Dynamics and residues of difenoconazole and chlorothalonil in leafy vegetables grown in open-field and greenhouse,article,
Isıl Celik-Saglam and Cigdem Balcik and Banu Cetin,https://www.sciencedirect.com/science/article/pii/S0889157522001223,https://doi.org/10.1016/j.jfca.2022.104504,0889-1575,2022,104504,Journal of Food Composition and Analysis,"Concentrations, sources, and risk assessment of polycyclic aromatic hydrocarbons (PAHs) in black, green and fruit flavored tea in Turkey",article,
Elizabete {Wenzel de Menezes},https://www.sciencedirect.com/science/article/pii/S0889157506000524,https://doi.org/10.1016/j.jfca.2006.04.001,0889-1575,2006,395,Journal of Food Composition and Analysis,Miriam Muñoz de Chávez,article,
Binaka Prabashini Dasanayaka and Hao Wang and Zhenxing Li and Min Yu and Amani Mohedein Mohammed Ahmed and Ziye Zhang and Hong Lin and Xiangchen Wang,https://www.sciencedirect.com/science/article/pii/S0889157522003088,https://doi.org/10.1016/j.jfca.2022.104690,0889-1575,2022,104690,Journal of Food Composition and Analysis,Evaluating the effects of processing on antigenicity and immunochemical detectability of fish proteins by ELISA,article,
Rafael A. {de Sousa} and Júlio C.J. Silva and Nivaldo Baccan and Solange Cadore,https://www.sciencedirect.com/science/article/pii/S088915750400050X,https://doi.org/10.1016/j.jfca.2004.02.012,0889-1575,2005,399-408,Journal of Food Composition and Analysis,Determination of metals in bottled coconut water using an inductively coupled plasma optical emission spectrometer,article,
Sylvie Avallone and T.-W. Estelle Tiemtore and Claire Mouquet-Rivier and Serge Trèche,https://www.sciencedirect.com/science/article/pii/S0889157508000720,https://doi.org/10.1016/j.jfca.2008.04.012,0889-1575,2008,553-558,Journal of Food Composition and Analysis,Nutritional value of six multi-ingredient sauces from Burkina Faso,article,
Ivica Blažević and Azra Đulović and Franko Burčul and Marijana Popović and Sabine Montaut and Tea Bilušić and Ivana Vrca and Joško Markić and Ivica Ljubenkov and Mirko Ruščić and Patrick Rollin,https://www.sciencedirect.com/science/article/pii/S0889157519318083,https://doi.org/10.1016/j.jfca.2020.103483,0889-1575,2020,103483,Journal of Food Composition and Analysis,Stability and bioaccessibility during ex vivo digestion of glucoraphenin and glucoraphasatin from Matthiola incana (L.) R. Br.,article,
Hassan Heidari and Samira Ghanbari-Rad and Esmaeil Habibi,https://www.sciencedirect.com/science/article/pii/S0889157519311044,https://doi.org/10.1016/j.jfca.2019.103389,0889-1575,2020,103389,Journal of Food Composition and Analysis,Optimization deep eutectic solvent-based ultrasound-assisted liquid-liquid microextraction by using the desirability function approach for extraction and preconcentration of organophosphorus pesticides from fruit juice samples,article,
Jinchun Li and Jiapeng Li and Yixuan Wei and Suigen Xu and Sueyue Xiong and Dan Li and Shouwei Wang and Anqi Liang,https://www.sciencedirect.com/science/article/pii/S0889157522000369,https://doi.org/10.1016/j.jfca.2022.104418,0889-1575,2022,104418,Journal of Food Composition and Analysis,Application of family-specific primers in multiplex real-time PCR for meat categories screening,article,
Ghulam Mustafa Kamal and Maham Nadia Rehmani and Shahzad Zafar Iqbal and Jalal Uddin and Saima Nazir and Jalil Ur Rehman and Abdullah Ijaz Hussain and Amin {Mousavi Khaneghah},https://www.sciencedirect.com/science/article/pii/S0889157522000643,https://doi.org/10.1016/j.jfca.2022.104446,0889-1575,2022,104446,Journal of Food Composition and Analysis,"The determination of potentially toxic elements (PTEs) in milk from the Southern Cities of Punjab, Pakistan: A health risk assessment study",article,
Ming Tan and Chen Chen and Xin Fu and Feng-Jie Cui and Hai-Bo Zhang and Ping-Ping Ye and Wei Zhang and Xue-Quan Shu and Jian-Cheng Shi and Zhi-Wei Chen,https://www.sciencedirect.com/science/article/pii/S0889157522002666,https://doi.org/10.1016/j.jfca.2022.104648,0889-1575,2022,104648,Journal of Food Composition and Analysis,"Roasting treatments affect physicochemical, aroma and nutritional quality of strong fragrant rapeseed oil",article,
Inmaculada Franco and M. {Cristina Escamilla} and José García and M. {Camino García Fontán} and Javier Carballo,https://www.sciencedirect.com/science/article/pii/S0889157506000974,https://doi.org/10.1016/j.jfca.2006.05.005,0889-1575,2006,792-799,Journal of Food Composition and Analysis,Fatty acid profile of the fat from Celta pig breed fattened using a traditional feed: Effect of the location in the carcass,article,
Xia Zhao and Bo Wang and Kaizhou Xie and Yanan Liu and Yangyang Zhang and Yajuan Wang and Yawen Guo and Xiaona Bu and Chujun Liu and Genxi Zhang and Guojun Dai and Jinyu Wang,https://www.sciencedirect.com/science/article/pii/S0889157518302473,https://doi.org/10.1016/j.jfca.2018.05.011,0889-1575,2018,94-103,Journal of Food Composition and Analysis,Determination of dinitolmide and its metabolite 3-ANOT in chicken tissues via ASE-SPE-GC–MS/MS,article,
,https://www.sciencedirect.com/science/article/pii/S0889157512000580,https://doi.org/10.1016/S0889-1575(12)00058-0,0889-1575,2012,i,Journal of Food Composition and Analysis,Contents of issue,article,
Klara Navratilova and Vojtech Hrbek and Frantisek Kratky and Kamila Hurkova and Monika Tomaniova and Jana Pulkrabova and Jana Hajslova,https://www.sciencedirect.com/science/article/pii/S0889157518311505,https://doi.org/10.1016/j.jfca.2019.02.004,0889-1575,2019,121-128,Journal of Food Composition and Analysis,Green tea: Authentication of geographic origin based on UHPLC-HRMS fingerprints,article,
Susan E. Gebhardt and Joanne M. Holden,https://www.sciencedirect.com/science/article/pii/S0889157505001328,https://doi.org/10.1016/j.jfca.2005.12.002,0889-1575,2006,S91-S95,Journal of Food Composition and Analysis,Consequences of changes in the Dietary Reference Intakes for nutrient databases,article,
Hou-Kuan Zhao and Xian-Yong Wei and Yi-Min Xie,https://www.sciencedirect.com/science/article/pii/S0889157521002672,https://doi.org/10.1016/j.jfca.2021.104067,0889-1575,2021,104067,Journal of Food Composition and Analysis,"Supercritical CO2 extraction, structural analysis and bioactivity of polysaccharide from Grifola frondosa",article,
Guangxin Lv and Beichen Shi and Hong Huang and Haodong Chen and Huajie Feng and Pan-Pan Zhou and Weichun Ye and Zhifei Zhang and Zhaoyong Yang,https://www.sciencedirect.com/science/article/pii/S0889157521003367,https://doi.org/10.1016/j.jfca.2021.104136,0889-1575,2021,104136,Journal of Food Composition and Analysis,"Ternary NiO/Ag/reduced graphene oxide nanocomposites as, a sensitive electrochemical sensor for nanomolarity detection of sunset yellow in soft drinks",article,
Abhijit K. Das and Vignesh Muthusamy and Rajkumar U. Zunjare and Aanchal Baveja and Hema S. Chauhan and Jayant S. Bhat and Satish K. Guleria and Bhupender Kumar and Supradip Saha and Firoz Hossain,https://www.sciencedirect.com/science/article/pii/S0889157519307513,https://doi.org/10.1016/j.jfca.2020.103446,0889-1575,2020,103446,Journal of Food Composition and Analysis,Genetic variability for kernel tocopherols and haplotype analysis of γ-tocopherol methyl transferase (vte4) gene among exotic- and indigenous- maize inbreds,article,
Adriana Dillenburg Meinhart and Fernanda Mateus Damin and Lucas Caldeirão and Milton {de Jesus Filho} and Letícia Cardoso {da Silva} and Lívia {da Silva Constant} and José {Teixeira Filho} and Roger Wagner and Helena {Teixeira Godoy},https://www.sciencedirect.com/science/article/pii/S0889157519304764,https://doi.org/10.1016/j.jfca.2019.103244,0889-1575,2019,103244,Journal of Food Composition and Analysis,Study of new sources of six chlorogenic acids and caffeic acid,article,
Věra Kantorová and Antonín Kaňa and Gabriela Krausová and Ivana Hyršlová and Oto Mestek,https://www.sciencedirect.com/science/article/pii/S0889157521004609,https://doi.org/10.1016/j.jfca.2021.104260,0889-1575,2022,104260,Journal of Food Composition and Analysis,Effect of protease XXIII on selenium species interconversion during their extraction from biological samples,article,
,https://www.sciencedirect.com/science/article/pii/S0889157506001554,https://doi.org/10.1016/S0889-1575(06)00155-4,0889-1575,2007,i,Journal of Food Composition and Analysis,Contents of issue,article,
Carmen M. López-Ortiz and Soledad Prats-Moya and Ana {Beltrán Sanahuja} and Salvador E. Maestre-Pérez and Nuria Grané-Teruel and María L. Martín-Carratalá,https://www.sciencedirect.com/science/article/pii/S0889157507001305,https://doi.org/10.1016/j.jfca.2007.09.004,0889-1575,2008,144-151,Journal of Food Composition and Analysis,Comparative study of tocopherol homologue content in four almond oil cultivars during two consecutive years,article,
M.M. Mazida and M.M. Salleh and H. Osman,https://www.sciencedirect.com/science/article/pii/S0889157504000250,https://doi.org/10.1016/j.jfca.2004.02.001,0889-1575,2005,427-437,Journal of Food Composition and Analysis,Analysis of volatile aroma compounds of fresh chilli (Capsicum annuum) during stages of maturity using solid phase microextraction (SPME),article,
Weenanan Somsub and Ratchanee Kongkachuichai and Pongtorn Sungpuag and Rin Charoensiri,https://www.sciencedirect.com/science/article/pii/S0889157507001263,https://doi.org/10.1016/j.jfca.2007.08.002,0889-1575,2008,187-197,Journal of Food Composition and Analysis,"Effects of three conventional cooking methods on vitamin C, tannin, myo-inositol phosphates contents in selected Thai vegetables",article,
LiZhou Ma and Yafeng Wei and Yin Mao and YingYing Liu and Guohui Li and Yu Deng,https://www.sciencedirect.com/science/article/pii/S0889157522004793,https://doi.org/10.1016/j.jfca.2022.104861,0889-1575,2022,104861,Journal of Food Composition and Analysis,An accurate method for antigen β-conglycinin detection in soybean meal,article,
Jana {Pexová Kalinová} and Iveta Marešová and Jan Tříska and Naděžda Vrchotová,https://www.sciencedirect.com/science/article/pii/S088915752100483X,https://doi.org/10.1016/j.jfca.2021.104283,0889-1575,2022,104283,Journal of Food Composition and Analysis,"Distribution of lignans in Panicum miliaceum, Fagopyrum esculentum, Fagopyrum tataricum, and Amaranthus hypochondriacus",article,
S.M. {van Heerden} and H.C. Schönfeldt,https://www.sciencedirect.com/science/article/pii/S0889157504000535,https://doi.org/10.1016/j.jfca.2004.03.015,0889-1575,2004,531-537,Journal of Food Composition and Analysis,The need for food composition tables for southern Africa,article,
Susanne Westenbrink and Wieke {van der Vossen-Wijmenga} and Ido Toxopeus and Ivon Milder and Marga Ocké,https://www.sciencedirect.com/science/article/pii/S0889157521002441,https://doi.org/10.1016/j.jfca.2021.104044,0889-1575,2021,104044,Journal of Food Composition and Analysis,"LEDA, the branded food database in the Netherlands: Data challenges and opportunities",article,
Aki Saito and Emiko Okada and Mai Matsumoto and Hidemi Takimoto,https://www.sciencedirect.com/science/article/pii/S0889157518310688,https://doi.org/10.1016/j.jfca.2019.02.008,0889-1575,2019,5-11,Journal of Food Composition and Analysis,Impact of updated standard tables of food composition on nutrient intakes in Japan,article,
Sukirtha Srivarathan and Anh Dao {Thi Phan} and Hung Trieu Hong and Gabriele Netzel and Olivia Wright and Yasmina Sultanbawa and Michael E. Netzel,https://www.sciencedirect.com/science/article/pii/S088915752200494X,https://doi.org/10.1016/j.jfca.2022.104876,0889-1575,2022,104876,Journal of Food Composition and Analysis,"Nutritional composition of underutilized Australian Indigenous Edible Halophytes – Saltbush, Seablite and Seapurslane",article,
Carrie L. Martin and Suzanne P. Murphy and Donna Lyn M. Au,https://www.sciencedirect.com/science/article/pii/S0889157508000586,https://doi.org/10.1016/j.jfca.2008.03.007,0889-1575,2008,469-473,Journal of Food Composition and Analysis,Compiling glycemic index and glycemic load values for addition to a food composition database,article,
Donna Lyn M.T. Au and Suzanne P. Murphy,https://www.sciencedirect.com/science/article/pii/S0889157505000980,https://doi.org/10.1016/j.jfca.2005.09.002,0889-1575,2006,S81-S85,Journal of Food Composition and Analysis,Creating a single combined composition table for foods and dietary supplements,article,
E.W. Menezes and E.B. Giuntini and M.C.T. Dan and F.M. Lajolo,https://www.sciencedirect.com/science/article/pii/S0889157509000398,https://doi.org/10.1016/j.jfca.2009.02.001,0889-1575,2009,446-452,Journal of Food Composition and Analysis,New information on carbohydrates in the Brazilian Food Composition Database,article,
Heimo Scherz and Eva Kirchhoff,https://www.sciencedirect.com/science/article/pii/S0889157505001274,https://doi.org/10.1016/j.jfca.2005.10.004,0889-1575,2006,420-433,Journal of Food Composition and Analysis,Trace elements in foods: Zinc contents of raw foods—A comparison of data originating from different geographical regions of the world,article,
Rafael Ribeiro {Soares Araújo} and Tatiana Aparecida Ribeiro {dos Santos Benfica} and Vany Perpetua Ferraz and Eleonice {Moreira Santos},https://www.sciencedirect.com/science/article/pii/S0889157518312195,https://doi.org/10.1016/j.jfca.2018.11.005,0889-1575,2019,22-26,Journal of Food Composition and Analysis,Nutritional composition of insects Gryllus assimilis and Zophobas morio: Potential foods harvested in Brazil,article,
Hunjoo Lee and Eunyoung Han and Nam ji Kwon and Yongsoo Kim and Sena Kim and Haengran Kim and Sung-Gi Min,https://www.sciencedirect.com/science/article/pii/S0889157517301515,https://doi.org/10.1016/j.jfca.2017.06.009,0889-1575,2017,231-238,Journal of Food Composition and Analysis,Korean Rural Development Administration's web based food and nutrient database management and validation system (NutriManager) – A report,article,
Nelofar Athar and J. Cunningham and W. Aalbersberg,https://www.sciencedirect.com/science/article/pii/S0889157507000245,https://doi.org/10.1016/j.jfca.2007.01.003,0889-1575,2007,709-712,Journal of Food Composition and Analysis,Food composition activities in the Oceania region,article,
Jimmy Chun Yu Louie and Linggang Lei and Anna M. Rangan,https://www.sciencedirect.com/science/article/pii/S0889157515002367,https://doi.org/10.1016/j.jfca.2015.11.002,0889-1575,2016,36-42,Journal of Food Composition and Analysis,Reliability of a systematic methodology to estimate added sugars content of foods when applied to a recent Australian food composition database,article,
Amalie Moxness Reksten and Thiruchenduran Somasundaram and Marian Kjellevold and Anna Nordhagen and Annbjørg Bøkevoll and Lauren Michelle Pincus and Abu Ansar Md. Rizwan and Al Mamun and Shakuntala Haraksingh Thilsted and Thaung Htut and Inger Aakre,https://www.sciencedirect.com/science/article/pii/S0889157519314693,https://doi.org/10.1016/j.jfca.2020.103508,0889-1575,2020,103508,Journal of Food Composition and Analysis,Nutrient composition of 19 fish species from Sri Lanka and potential contribution to food and nutrition security,article,
A. Papadaki and L.M. Valsta and A.M. Lampi and J. Peñalvo and H. Adlercreutz and C. Vardavas and A. Kafatos,https://www.sciencedirect.com/science/article/pii/S0889157510001936,https://doi.org/10.1016/j.jfca.2010.04.003,0889-1575,2011,22-28,Journal of Food Composition and Analysis,"Differences in nutrient intake during a Greek Orthodox Christian fasting and non-fasting week, as assessed by a food composition database and chemical analyses of 7-day weighed food samples",article,
Anette Hjartåker,https://www.sciencedirect.com/science/article/pii/S0889157506001402,https://doi.org/10.1016/j.jfca.2006.06.012,0889-1575,2007,25-30,Journal of Food Composition and Analysis,Selection of food table codes for foods prepared with fat and for mixed dishes: Impact on estimated nutrient intake,article,
Li-Ching Lyu and Ya-Ping Yu and Jung-Sheng Lee and Jia-Hui Lin and Huei-I Wang,https://www.sciencedirect.com/science/article/pii/S0889157506000159,https://doi.org/10.1016/j.jfca.2006.02.001,0889-1575,2006,S22-S30,Journal of Food Composition and Analysis,"Food and nutrient intakes for families in Taipei, Taiwan",article,
C. Hodgkins and M.M. Raats and M.B. Egan and A. Fragodt and J. Buttriss and B. McKevith,https://www.sciencedirect.com/science/article/pii/S0889157510001274,https://doi.org/10.1016/j.jfca.2010.02.011,0889-1575,2010,749-752,Journal of Food Composition and Analysis,Optimising food composition data flow within the UK food supply chain and to external stakeholders,article,
Jimmy Chun Yu Louie and Victoria M. Flood and Fiona S. Atkinson and Alan W. Barclay and Jennie C. Brand-Miller,https://www.sciencedirect.com/science/article/pii/S0889157514001057,https://doi.org/10.1016/j.jfca.2014.06.002,0889-1575,2015,1-6,Journal of Food Composition and Analysis,Methodology for assigning appropriate glycaemic index values to an Australian food composition database,article,
Sally F. Schakel and Barbara H. Dennis and A.Christine Wold and Rana Conway and Liancheng Zhao and Nagako Okuda and Akira Okayama and Alicia Moag-Stahlberg and Claire Robertson and Nancy Van Heel and I.Marilyn Buzzard and Jeremiah Stamler,https://www.sciencedirect.com/science/article/pii/S0889157503000437,https://doi.org/10.1016/S0889-1575(03)00043-7,0889-1575,2003,395-408,Journal of Food Composition and Analysis,"Enhancing data on nutrient composition of foods eaten by participants in the INTERMAP study in China, Japan, the United Kingdom, and the United States",article,
Sammán Norma and Charrondiere Ruth,https://www.sciencedirect.com/science/article/pii/S0889157520305019,https://doi.org/10.1016/j.jfca.2020.103490,0889-1575,2020,103490,Journal of Food Composition and Analysis,The 12th International Food Data Conference (IFDC): From food composition to better policies and programmes in nutrition and agriculture,article,
Karen M. Cashel and Heather Greenfield,https://www.sciencedirect.com/science/article/pii/S0889157585710071,https://doi.org/10.1006/jfca.1995.1007,0889-1575,1995,45-61,Journal of Food Composition and Analysis,"The Effect of Revised Australian Food Composition Tables on Estimates of Foods and Nutrients Available for National Consumption, 1983-84",article,
Mohamed Khalis and Vanessa Garcia-Larsen and Hafida Charaka and Meimouna Mint {Sidi Deoula} and Khaoula {El Kinany} and Abdelilah Benslimane and Barbara Charbotel and Amr S. Soliman and Inge Huybrechts and Ghada A. Soliman and Nadia Slimani and Karima {El Rhazi},https://www.sciencedirect.com/science/article/pii/S0889157519301280,https://doi.org/10.1016/j.jfca.2019.103397,0889-1575,2020,103397,Journal of Food Composition and Analysis,Update of the Moroccan food composition tables: Towards a more reliable tool for nutrition research,article,
Gabriela Albuquerque and Sofia Sousa and Inês {Lança de Morais} and Marcello Gelormini and Mariana Santos and Pedro Moreira and Albertino Damasceno and João Breda and Nuno Lunet and Patrícia Padrão,https://www.sciencedirect.com/science/article/pii/S0889157522004331,https://doi.org/10.1016/j.jfca.2022.104815,0889-1575,2022,104815,Journal of Food Composition and Analysis,What is the sodium and trans-fat content in popular street and takeaway food in Bosnia and Herzegovina?,article,
Elizabeth P. Neale and Yasmine C. Probst and Linda C. Tapsell,https://www.sciencedirect.com/science/article/pii/S0889157516300503,https://doi.org/10.1016/j.jfca.2016.05.003,0889-1575,2016,30-35,Journal of Food Composition and Analysis,Development of a matching file of Australian food composition databases (AUSNUT 2007 to 2011–13),article,
Brienna Larrick and Alison Kretser and Kyle McKillop,https://www.sciencedirect.com/science/article/pii/S0889157521004506,https://doi.org/10.1016/j.jfca.2021.104250,0889-1575,2022,104250,Journal of Food Composition and Analysis,Update on “A Partnership for Public Health: USDA Global Branded Food Products Database”,article,
André M.P.T. Pereira and Patrícia A.A. Leal and Liliana J.G. Silva and Angelina Pena,https://www.sciencedirect.com/science/article/pii/S0889157522004732,https://doi.org/10.1016/j.jfca.2022.104855,0889-1575,2022,104855,Journal of Food Composition and Analysis,Risk assessment of nickel through Portuguese homemade baby foods,article,
Olutayo S. Shokunbi and Oladejo T. Adepoju and Paul E.L. Mojapelo and Isaiah D.I. Ramaite and Isaac O. Akinyele,https://www.sciencedirect.com/science/article/pii/S0889157518302564,https://doi.org/10.1016/j.jfca.2019.103245,0889-1575,2019,103245,Journal of Food Composition and Analysis,"Copper, manganese, iron and zinc contents of Nigerian foods and estimates of adult dietary intakes",article,
Kristin Bohn and Michael Amberg and Toni Meier and Frank Forner and Gabriele I. Stangl and Patrick Mäder,https://www.sciencedirect.com/science/article/pii/S0889157522001260,https://doi.org/10.1016/j.jfca.2022.104508,0889-1575,2022,104508,Journal of Food Composition and Analysis,Estimating food ingredient compositions based on mandatory product labeling,article,
A. Nordbotten and E.B. Løken and A.H. Rimestad,https://www.sciencedirect.com/science/article/pii/S0889157500909062,https://doi.org/10.1006/jfca.2000.0906,0889-1575,2000,369-377,Journal of Food Composition and Analysis,Sampling of Potatoes to Determine Representative Values for Nutrient Content in a National Food Composition Table,article,
Chi-Ming Chu and Meei-Shyuan Lee and Yi-Hsien Hsu and Hsiao-Li Yu and Tsai-Yi Wu and Su-Chien Chang and Li-Ching Lyu and Fang-Ju Chou and Yun-Ping Shao and Mark L. Wahlqvist,https://www.sciencedirect.com/science/article/pii/S0889157509001306,https://doi.org/10.1016/j.jfca.2009.03.005,0889-1575,2009,718-727,Journal of Food Composition and Analysis,Quality assurance with an informatics auditing process for Food Composition Tables,article,
Bhawani Chamlagain and Saija Rautio and Minnamari Edelmann and Velimatti Ollilainen and Vieno Piironen,https://www.sciencedirect.com/science/article/pii/S0889157520300971,https://doi.org/10.1016/j.jfca.2020.103518,0889-1575,2020,103518,Journal of Food Composition and Analysis,Niacin contents of cereal-milling products in food-composition databases need to be updated,article,
Yasmine Probst and Cendrine Mamet,https://www.sciencedirect.com/science/article/pii/S0889157516300710,https://doi.org/10.1016/j.jfca.2016.05.014,0889-1575,2016,24-29,Journal of Food Composition and Analysis,The evolution of food composition databases in Australia: Applying data from 1944 to 2007 to current day dietary records,article,
Petra {Ložnjak Švarc} and Marie Bagge Jensen and Marija Langwagen and Anders Poulsen and Ellen Trolle and Jette Jakobsen,https://www.sciencedirect.com/science/article/pii/S0889157521005329,https://doi.org/10.1016/j.jfca.2021.104332,0889-1575,2022,104332,Journal of Food Composition and Analysis,Nutrient content in plant-based protein products intended for food composition databases,article,
Anja Biltoft-Jensen and Pia Knuthsen and Erling Saxholt and Tue Christensen,https://www.sciencedirect.com/science/article/pii/S0889157517301011,https://doi.org/10.1016/j.jfca.2017.04.010,0889-1575,2017,48-54,Journal of Food Composition and Analysis,Comparison between analyzed and calculated nutrient content of fast foods using two consecutive versions of the Danish food composition databank: FOODCOMP and FRIDA,article,
Nadia Slimani and Ute {Ruth Charrondière} and Wija {van Staveren} and Elio Riboli,https://www.sciencedirect.com/science/article/pii/S0889157500909104,https://doi.org/10.1006/jfca.2000.0910,0889-1575,2000,567-584,Journal of Food Composition and Analysis,Standardization of Food Composition Databases for the European Prospective Investigation into Cancer and Nutrition (EPIC): General Theoretical Concept,article,
Janka Porubská and Anna Giertlová and Monika Morochovičová and Eva Kováčiková and Ondrej Porubský,https://www.sciencedirect.com/science/article/pii/S0889157514000349,https://doi.org/10.1016/j.jfca.2014.02.007,0889-1575,2014,26-38,Journal of Food Composition and Analysis,The Slovak national food composition database: New management system DaRiS,article,
Bernarda Resman and Dario Rahelić and Jasenka {Gajdoš Kljusurić} and Irena Martinis,https://www.sciencedirect.com/science/article/pii/S0889157519300882,https://doi.org/10.1016/j.jfca.2019.01.013,0889-1575,2019,101-107,Journal of Food Composition and Analysis,Food composition database reliability in calculations of diet offers,article,
Mamatha {Chandra Singh} and William E. Price and Celine Kelso and Jayashree Arcot and Yasmine Probst,https://www.sciencedirect.com/science/article/pii/S0889157522003155,https://doi.org/10.1016/j.jfca.2022.104697,0889-1575,2022,104697,Journal of Food Composition and Analysis,Measuring the anthocyanin content of the Australian fruit and vegetables for the development of a food composition database,article,
Susanne Westenbrink and Agi Kadvan and Mark Roe and Barbara {Koroušić Seljak} and Angelika Mantur-Vierendeel and Paul Finglas,https://www.sciencedirect.com/science/article/pii/S088915751930362X,https://doi.org/10.1016/j.jfca.2019.03.006,0889-1575,2019,40-50,Journal of Food Composition and Analysis,12th IFDC 2017 Special Issue – Evaluation of harmonized EuroFIR documentation for macronutrient values in 26 European food composition databases,article,
Areej Bawajeeh and Sondos Kalendar and Giulia Scarpa and Neil Hancock and Sarah Beer and Lauren Gibson and Grace Williams and Basma Dashti and Salwa Albar and Hannah Ensaff and Michael A. Zulyniak and Charlotte E. Evans and Janet E. Cade,https://www.sciencedirect.com/science/article/pii/S0889157521002477,https://doi.org/10.1016/j.jfca.2021.104047,0889-1575,2021,104047,Journal of Food Composition and Analysis,Development of an Arabic food composition database for use in an Arabic online dietary assessment tool (myfood24),article,
Tássia do Vale Cardoso Lopes and Eliana Bistriche Giuntini and Franco Maria Lajolo and Milana Cara Tanasov Dan and Elizabete Wenzel {de Menezes},https://www.sciencedirect.com/science/article/pii/S0889157514002129,https://doi.org/10.1016/j.jfca.2014.12.002,0889-1575,2015,87-93,Journal of Food Composition and Analysis,Compilation of mineral data: Feasibility of updating the food composition database,article,
María D. Defagó and Ariel E. Bardach and Lorena Y. Levy and Vilma E. Irazola and Daniel Comandé and Adolfo L. Rubinstein and Giselle Balaciano and María C. Nessier and Natalia Elorriaga,https://www.sciencedirect.com/science/article/pii/S0889157515001143,https://doi.org/10.1016/j.jfca.2015.04.006,0889-1575,2015,39-48,Journal of Food Composition and Analysis,Food composition data in Argentina: A systematic review of the literature,article,
Norma Samman and Maria Constanza Rossi,https://www.sciencedirect.com/science/article/pii/S0889157519311895,https://doi.org/10.1016/j.jfca.2019.103292,0889-1575,2019,103292,Journal of Food Composition and Analysis,12th IFDC 2017 Special Issue – Challenges facing the establishment and management of a national food composition database in Argentina,article,
Lynne Cobiac and Veronique Droulez and Phil Leppard and Janine Lewis,https://www.sciencedirect.com/science/article/pii/S0889157502001606,https://doi.org/10.1016/S0889-1575(02)00160-6,0889-1575,2003,133-145,Journal of Food Composition and Analysis,Use of external fat width to describe beef and lamb cuts in food composition tables,article,
Federica Concina and Claudia Carletti and Paola Pani and Alessandra Knowles and Fabio Barbone and Maria Parpinel,https://www.sciencedirect.com/science/article/pii/S0889157515002513,https://doi.org/10.1016/j.jfca.2015.11.008,0889-1575,2016,96-102,Journal of Food Composition and Analysis,Development of a food composition database to study complementary feeding: An Italian experience,article,
Ana Moltedo and Sofía Jiménez and Cristina Álvarez-Sánchez and Talent Manyani and María Priscila Ramos and Estefanía Custodio,https://www.sciencedirect.com/science/article/pii/S088915752100079X,https://doi.org/10.1016/j.jfca.2021.103879,0889-1575,2021,103879,Journal of Food Composition and Analysis,Raw versus cooked food matching: Nutrient intake using the 2015/16 Kenya Integrated Household Budget Survey,article,
Deepak Kumar Verma and Ami R. Patel and Mamta Thakur and Smita Singh and Soubhagya Tripathy and Prem Prakash Srivastav and Mónica L. Chávez-González and Alok Kumar Gupta and Cristobal Noe Aguilar,https://www.sciencedirect.com/science/article/pii/S0889157521000843,https://doi.org/10.1016/j.jfca.2021.103884,0889-1575,2021,103884,Journal of Food Composition and Analysis,"A review of the composition and toxicology of fructans, and their applications in foods and health",article,
