file,col,URI
KNSR2580_2,4,http://www.wikidata.org/entity/Q2679807
KNSR2580_2,5,NIL
KNSR2580_2,6,NIL
KNSR2580_2,7,NIL
KNSR2580_3,0,http://www.wikidata.org/entity/Q169545
KNSR2580_3,1,http://www.wikidata.org/entity/Q101352
KNSR2580_3,2,http://www.wikidata.org/entity/Q422067
KNSR2580_3,3,NIL
KNSR2580_3,4,NIL
KNSR2580_4,0,http://www.wikidata.org/entity/Q101352
KNSR2580_4,1,NIL
KNSR2580_4,2,http://www.wikidata.org/entity/Q482994
KNSR2580_4,3,http://www.wikidata.org/entity/Q482994
KNSR2580_4,4,http://www.wikidata.org/entity/Q15989253
KNSR2580_4,5,http://www.wikidata.org/entity/Q105543609
KNSR2580_4,6,http://www.wikidata.org/entity/Q482994
KNSR2580_4,7,http://www.wikidata.org/entity/Q41079
KNSR2580_4,8,http://www.wikidata.org/entity/Q105543609
KNSR2580_4,9,http://www.wikidata.org/entity/Q482994
KNSR2580_4,10,http://www.wikidata.org/entity/Q15989253
KNSR2580_4,11,http://www.wikidata.org/entity/Q105543609
KNSR2580_5,0,http://www.wikidata.org/entity/Q21014462
KNSR2580_5,1,NIL
KNSR2580_5,2,NIL
KNSR2581_1,0,http://www.wikidata.org/entity/Q112826905
KNSR2581_1,1,http://www.wikidata.org/entity/Q55983715
KNSR2581_1,2,http://www.wikidata.org/entity/Q659
KNSR2581_1,3,http://www.wikidata.org/entity/Q193351
KNSR2581_1,4,http://www.wikidata.org/entity/Q1093829
KNSR2581_1,5,http://www.wikidata.org/entity/Q659
KNSR2581_1,6,http://www.wikidata.org/entity/Q193351
KNSR2581_2,0,http://www.wikidata.org/entity/Q112826905
KNSR2581_2,1,http://www.wikidata.org/entity/Q974
KNSR2581_2,2,http://www.wikidata.org/entity/Q659
KNSR2581_2,3,http://www.wikidata.org/entity/Q5
KNSR2581_2,4,http://www.wikidata.org/entity/Q659
KNSR2582_1,0,http://www.wikidata.org/entity/Q13442814
KNSR2582_1,1,NIL
KNSR2582_1,2,NIL
KNSR2582_1,3,NIL
KNSR2589_3,0,http://www.wikidata.org/entity/Q485146
KNSR2589_3,1,http://www.wikidata.org/entity/Q49546
KNSR2589_3,2,http://www.wikidata.org/entity/Q11173
KNSR2589_3,3,http://www.wikidata.org/entity/Q416065
KNSR2589_3,4,http://www.wikidata.org/entity/Q10880017
KNSR2589_4,0,http://www.wikidata.org/entity/Q11173
KNSR2589_4,1,http://www.wikidata.org/entity/Q2796622
KNSR2589_4,2,NIL
KNSR2589_5,0,http://www.wikidata.org/entity/Q11173
KNSR2589_5,1,NIL
KNSR2589_5,2,NIL
KNSR2589_5,3,NIL
KNSR2589_5,4,NIL
KNSR2590_1,0,NIL
KNSR2590_1,1,http://www.wikidata.org/entity/Q16521
KNSR2590_1,2,NIL
KNSR2590_1,3,NIL
KNSR2590_1,4,NIL
KNSR2590_1,5,NIL
KNSR2590_1,6,NIL
KNSR2590_1,7,NIL
KNSR2590_2,0,http://www.wikidata.org/entity/Q16521
KNSR2590_2,1,http://www.wikidata.org/entity/Q20011319
KNSR2590_2,2,http://www.wikidata.org/entity/Q11351
KNSR2590_2,3,http://www.wikidata.org/entity/Q22656
KNSR2590_3,0,http://www.wikidata.org/entity/Q3314483
KNSR2590_3,1,NIL
KNSR2590_3,2,NIL
KNSR2590_3,3,NIL
KNSR2590_3,4,NIL
KNSR2591_2,0,http://www.wikidata.org/entity/Q28813620
KNSR2591_2,1,http://www.wikidata.org/entity/Q482994
KNSR2591_2,2,NIL
KNSR2591_2,3,NIL
KNSR2591_2,4,NIL
KNSR2591_4,0,http://www.wikidata.org/entity/Q101352
KNSR2591_4,1,http://www.wikidata.org/entity/Q13442814
KNSR2591_4,2,http://www.wikidata.org/entity/Q30258200
KNSR2591_4,3,NIL
KNSR2591_4,4,http://www.wikidata.org/entity/Q3511828
KNSR2591_4,5,NIL
KNSR2591_4,6,http://www.wikidata.org/entity/Q5322
KNSR2591_4,7,NIL
KNSR2591_4,8,http://www.wikidata.org/entity/Q377270
KNSR2591_4,9,NIL
KNSR2591_4,10,http://www.wikidata.org/entity/Q36562245
KNSR2591_4,11,http://www.wikidata.org/entity/Q19770
KNSR2591_4,12,NIL
KNSR2592_1,0,http://www.wikidata.org/entity/Q337060
KNSR2592_1,1,NIL
KNSR2592_1,2,NIL
KNSR2592_1,3,NIL
KNSR2592_2,0,http://www.wikidata.org/entity/Q11344
KNSR2592_2,1,NIL
KNSR2592_2,2,NIL
KNSR2592_2,3,NIL
KNSR2592_3,0,http://www.wikidata.org/entity/Q18707678
KNSR2592_3,1,http://www.wikidata.org/entity/Q12488383
KNSR2592_3,2,NIL
KNSR2592_3,3,http://www.wikidata.org/entity/Q12488383
KNSR2592_3,4,NIL
KNSR2592_3,5,NIL
KNSR2592_3,6,NIL
KNSR2592_4,0,http://www.wikidata.org/entity/Q13442814
KNSR2592_4,1,http://www.wikidata.org/entity/Q47154513
KNSR2592_4,2,NIL
KNSR2592_4,3,NIL
KNSR2592_5,0,http://www.wikidata.org/entity/Q13442814
KNSR2592_5,1,http://www.wikidata.org/entity/Q908207
KNSR2592_5,2,http://www.wikidata.org/entity/Q4167410
KNSR2592_5,3,http://www.wikidata.org/entity/Q4167410
KNSR2592_6,0,http://www.wikidata.org/entity/Q13442814
KNSR2592_6,1,NIL
KNSR2592_7,0,http://www.wikidata.org/entity/Q57417379
KNSR2592_7,1,NIL
KNSR2592_7,2,http://www.wikidata.org/entity/Q30612
KNSR2592_7,3,NIL
KNSR2592_7,4,http://www.wikidata.org/entity/Q7187
KNSR2592_7,5,http://www.wikidata.org/entity/Q7187
KNSR2592_7,6,http://www.wikidata.org/entity/Q482994
KNSR2592_8,0,http://www.wikidata.org/entity/Q57417379
KNSR2592_8,1,NIL
KNSR2592_8,2,NIL
KNSR2592_8,3,NIL
KNSR2592_9,0,http://www.wikidata.org/entity/Q57417379
KNSR2592_9,1,NIL
KNSR2592_9,2,NIL
KNSR2592_9,3,NIL
KNSR2592_9,4,http://www.wikidata.org/entity/Q178843
KNSR2592_9,5,http://www.wikidata.org/entity/Q1160573
KNSR2594_1,0,http://www.wikidata.org/entity/Q16521
KNSR2594_1,1,http://www.wikidata.org/entity/Q16521
KNSR2594_1,2,http://www.wikidata.org/entity/Q13442814
KNSR2594_1,3,NIL
KNSR2594_1,4,http://www.wikidata.org/entity/Q11424
KNSR2594_1,5,NIL
KNSR2594_1,6,NIL
KNSR2594_1,7,NIL
KNSR2594_1,8,NIL
KNSR2594_1,9,NIL
KNSR2594_1,10,NIL
KNSR2594_1,11,NIL
KNSR2594_1,12,NIL
KNSR2594_1,13,http://www.wikidata.org/entity/Q13442814
KNSR2594_2,0,http://www.wikidata.org/entity/Q16521
KNSR2594_2,1,http://www.wikidata.org/entity/Q16521
KNSR2594_2,2,http://www.wikidata.org/entity/Q13442814
KNSR2594_2,3,http://www.wikidata.org/entity/Q24060707
KNSR2594_2,4,http://www.wikidata.org/entity/Q1207
KNSR2594_2,5,NIL
KNSR2594_2,6,http://www.wikidata.org/entity/Q1207
KNSR2594_2,7,http://www.wikidata.org/entity/Q1207
KNSR2594_2,8,http://www.wikidata.org/entity/Q1207
KNSR2594_2,9,http://www.wikidata.org/entity/Q5
KNSR2594_2,10,http://www.wikidata.org/entity/Q1207
KNSR2594_2,11,http://www.wikidata.org/entity/Q1207
KNSR2594_2,12,NIL
KNSR2594_3,0,http://www.wikidata.org/entity/Q16521
KNSR2594_3,1,NIL
KNSR2594_3,2,NIL
KNSR2594_3,3,NIL
KNSR2594_3,4,http://www.wikidata.org/entity/Q59074621
KNSR2594_3,5,http://www.wikidata.org/entity/Q59074621
KNSR2594_3,6,NIL
KNSR2594_3,7,http://www.wikidata.org/entity/Q69423457
KNSR2594_3,8,http://www.wikidata.org/entity/Q69423457
KNSR2594_3,9,NIL
KNSR2594_3,10,NIL
KNSR2594_3,11,NIL
KNSR2594_3,12,NIL
KNSR2594_3,13,http://www.wikidata.org/entity/Q17070
KNSR2594_3,14,NIL
KNSR2594_3,15,NIL
KNSR2594_4,0,http://www.wikidata.org/entity/Q16521
KNSR2594_4,1,NIL
KNSR2594_4,2,NIL
KNSR2594_4,3,NIL
KNSR2594_4,4,http://www.wikidata.org/entity/Q208130
KNSR2594_4,5,http://www.wikidata.org/entity/Q208130
KNSR2594_4,6,NIL
KNSR2594_4,7,http://www.wikidata.org/entity/Q422067
KNSR2594_4,8,NIL
KNSR2594_4,9,NIL
KNSR2594_4,10,http://www.wikidata.org/entity/Q169337
KNSR2594_4,11,http://www.wikidata.org/entity/Q169337
KNSR2594_4,12,NIL
KNSR2594_4,13,http://www.wikidata.org/entity/Q3347162
KNSR2594_4,14,http://www.wikidata.org/entity/Q3347162
KNSR2594_4,15,NIL
KNSR2594_4,16,http://www.wikidata.org/entity/Q607883
KNSR2594_4,17,http://www.wikidata.org/entity/Q607883
KNSR2594_4,18,NIL
KNSR2537_1,0,http://www.wikidata.org/entity/Q13442814
KNSR2537_1,1,NIL
KNSR2537_2,0,http://www.wikidata.org/entity/Q13442814
KNSR2537_2,1,http://www.wikidata.org/entity/Q9765
KNSR2537_2,2,NIL
KNSR2537_2,3,http://www.wikidata.org/entity/Q13442814
KNSR2537_2,4,NIL
KNSR2537_2,5,http://www.wikidata.org/entity/Q13442814
KNSR2537_2,6,http://www.wikidata.org/entity/Q13442814
KNSR2537_3,0,http://www.wikidata.org/entity/Q18127
KNSR2537_3,1,NIL
KNSR2537_3,2,NIL
KNSR2537_3,3,NIL
KNSR2537_3,4,NIL
KNSR2537_4,0,http://www.wikidata.org/entity/Q13442814
KNSR2537_4,1,NIL
KNSR2537_4,2,NIL
KNSR2537_4,3,NIL
KNSR2537_4,4,NIL
KNSR2537_4,5,NIL
KNSR2537_4,6,NIL
KNSR2537_5,0,http://www.wikidata.org/entity/Q214609
KNSR2537_5,1,NIL
KNSR2537_5,2,http://www.wikidata.org/entity/Q21014462
KNSR2537_5,3,http://www.wikidata.org/entity/Q14350
KNSR2537_5,4,http://www.wikidata.org/entity/Q22348500
KNSR2537_5,5,http://www.wikidata.org/entity/Q13442814
KNSR2538_1,0,http://www.wikidata.org/entity/Q16521
KNSR2538_1,1,http://www.wikidata.org/entity/Q13442814
KNSR2538_1,2,http://www.wikidata.org/entity/Q207123
KNSR2538_1,3,http://www.wikidata.org/entity/Q532
KNSR2538_1,4,NIL
KNSR2538_2,0,http://www.wikidata.org/entity/Q56557504
KNSR2538_2,1,http://www.wikidata.org/entity/Q134556
KNSR2538_2,2,http://www.wikidata.org/entity/Q928
KNSR2538_2,3,http://www.wikidata.org/entity/Q928
KNSR2538_2,4,NIL
KNSR2538_2,5,NIL
KNSR2538_2,6,http://www.wikidata.org/entity/Q23767
KNSR2538_2,7,http://www.wikidata.org/entity/Q42302
KNSR2538_2,8,http://www.wikidata.org/entity/Q270699
KNSR2538_3,0,http://www.wikidata.org/entity/Q56557504
KNSR2538_3,1,http://www.wikidata.org/entity/Q134556
KNSR2538_3,2,NIL
KNSR2538_3,3,NIL
KNSR2538_3,4,NIL
KNSR2538_3,5,NIL
KNSR2538_3,6,NIL
KNSR2538_3,7,NIL
KNSR2538_3,8,NIL
KNSR2538_4,0,http://www.wikidata.org/entity/Q56557504
KNSR2538_4,1,http://www.wikidata.org/entity/Q134556
KNSR2538_4,2,http://www.wikidata.org/entity/Q1048236
KNSR2538_4,3,http://www.wikidata.org/entity/Q80071
KNSR2538_4,4,http://www.wikidata.org/entity/Q80071
KNSR2538_4,5,NIL
KNSR2538_4,6,http://www.wikidata.org/entity/Q101352
KNSR2538_4,7,http://www.wikidata.org/entity/Q80071
KNSR2538_4,8,http://www.wikidata.org/entity/Q2358296
KNSR2539_1,0,NIL
KNSR2539_1,1,http://www.wikidata.org/entity/Q37517
KNSR2539_1,2,http://www.wikidata.org/entity/Q168756
KNSR2539_1,3,http://www.wikidata.org/entity/Q1931259
KNSR2539_1,4,http://www.wikidata.org/entity/Q30612
KNSR2539_2,0,http://www.wikidata.org/entity/Q55488
KNSR2539_2,1,http://www.wikidata.org/entity/Q109671875
KNSR2539_2,2,http://www.wikidata.org/entity/Q109671875
KNSR2539_2,3,http://www.wikidata.org/entity/Q109671875
KNSR2539_2,4,http://www.wikidata.org/entity/Q109671875
KNSR2539_2,5,http://www.wikidata.org/entity/Q109671875
KNSR2539_2,6,http://www.wikidata.org/entity/Q109671875
KNSR2539_2,7,http://www.wikidata.org/entity/Q109671875
KNSR2539_2,8,http://www.wikidata.org/entity/Q109671875
KNSR2539_3,0,http://www.wikidata.org/entity/Q13442814
KNSR2539_3,1,http://www.wikidata.org/entity/Q43229
KNSR2539_3,2,http://www.wikidata.org/entity/Q21199
KNSR2539_3,3,NIL
KNSR2539_3,4,http://www.wikidata.org/entity/Q13442814
KNSR2539_3,5,NIL
KNSR2539_3,6,http://www.wikidata.org/entity/Q13442814
KNSR2539_3,7,http://www.wikidata.org/entity/Q7187
KNSR2539_3,8,http://www.wikidata.org/entity/Q13442814
KNSR2539_4,0,NIL
KNSR2539_4,1,http://www.wikidata.org/entity/Q13442814
KNSR2543_1,0,http://www.wikidata.org/entity/Q30227593
KNSR2543_1,1,http://www.wikidata.org/entity/Q41235430
KNSR2543_1,2,http://www.wikidata.org/entity/Q112834496
KNSR2543_1,3,NIL
KNSR2544_1,0,http://www.wikidata.org/entity/Q734219
KNSR2544_1,1,http://www.wikidata.org/entity/Q19108
KNSR2544_1,2,NIL
KNSR2544_1,3,http://www.wikidata.org/entity/Q40254
KNSR2544_1,4,NIL
KNSR2544_1,5,http://www.wikidata.org/entity/Q48240
KNSR2544_1,6,NIL
KNSR2544_1,7,http://www.wikidata.org/entity/Q434712
KNSR2544_1,8,NIL
KNSR2544_1,9,http://www.wikidata.org/entity/Q712758
KNSR2544_1,10,NIL
KNSR2544_1,11,http://www.wikidata.org/entity/Q202785
KNSR2544_1,12,NIL
KNSR2544_2,0,http://www.wikidata.org/entity/Q734219
KNSR2544_2,1,http://www.wikidata.org/entity/Q19108
KNSR2544_2,2,NIL
KNSR2544_2,3,http://www.wikidata.org/entity/Q40254
KNSR2544_2,4,NIL
KNSR2544_2,5,http://www.wikidata.org/entity/Q48240
KNSR2544_2,6,NIL
KNSR2544_2,7,http://www.wikidata.org/entity/Q434712
KNSR2544_2,8,NIL
KNSR2544_2,9,http://www.wikidata.org/entity/Q712758
KNSR2544_2,10,NIL
KNSR2544_2,11,http://www.wikidata.org/entity/Q202785
KNSR2544_2,12,NIL
KNSR2544_3,0,http://www.wikidata.org/entity/Q734219
KNSR2544_3,1,http://www.wikidata.org/entity/Q19108
KNSR2544_3,2,NIL
KNSR2544_3,3,http://www.wikidata.org/entity/Q40254
KNSR2544_3,4,NIL
KNSR2544_3,5,http://www.wikidata.org/entity/Q48240
KNSR2544_3,6,NIL
KNSR2544_3,7,http://www.wikidata.org/entity/Q434712
KNSR2544_3,8,NIL
KNSR2544_3,9,http://www.wikidata.org/entity/Q712758
KNSR2544_3,10,NIL
KNSR2544_3,11,http://www.wikidata.org/entity/Q734219
KNSR2544_3,12,NIL
KNSR2544_4,0,http://www.wikidata.org/entity/Q734219
KNSR2544_4,1,http://www.wikidata.org/entity/Q19108
KNSR2544_4,2,NIL
KNSR2544_4,3,http://www.wikidata.org/entity/Q40254
KNSR2544_4,4,NIL
KNSR2544_4,5,http://www.wikidata.org/entity/Q48240
KNSR2544_4,6,NIL
KNSR2544_4,7,http://www.wikidata.org/entity/Q434712
KNSR2544_4,8,NIL
KNSR2544_4,9,http://www.wikidata.org/entity/Q712758
KNSR2544_4,10,NIL
KNSR2544_4,11,http://www.wikidata.org/entity/Q202785
KNSR2544_4,12,NIL
